,text,playlist,entity_name,music_item,playlist_owner,artist
1030,put this album on my  road trip playlist,road trip,,album,my,
1031,Add Hotter Than Hell to my  Fiesta playlist,Fiesta,Hotter Than Hell,,my,
1032,add mike mogis onto my  crate diggers anonymous playlist,crate diggers anonymous,,,my,mike mogis
1033,add david dallas to my  latin dance cardio playlist,latin dance cardio,,,my,david dallas
1034,add this artist to Pop 2017 Picks,Pop 2017 Picks,,artist,,
1035,Add Scarred to my  This Is ZezÃ© Di Camargo & Luciano,This Is ZezÃ© Di Camargo & Luciano,Scarred,,my,
1036,add my  album to This Is Al Green,This Is Al Green,,album,my,
1037,add this artist to Blues Roots list,Blues Roots,,artist,,
1038,Add the artist to the nuclear blast novelties playlist.,nuclear blast novelties,,artist,,
1039,Add Born Free to Fresh R&B,Fresh R&B,Born Free,,,
1040,Add an album to my  Sylvia Plath playlist.,Sylvia Plath,,album,my,
1041,"Put this song on my playlist, In The Name Of Blues .",In The Name Of Blues,,song,my,
1042,add the artist  Jamie T to hallie's  winter music playlist,winter music,,artist,hallie's,Jamie T
1043,Put more Unbelievable in my  grandes unplugged playlist.,grandes unplugged,Unbelievable,,my,
1044,Add this artist to my  Classic Punk playlist,Classic Punk,,artist,my,
1045,The Sleep Machine Waterscapes playlist needs some kris chetan ramlu in it.,The Sleep Machine Waterscapes,,,,kris chetan ramlu
1046,Add something by ritchie valens to my playlist virales de siempre,virales de siempre,,,my,ritchie valens
1047,Add the Proof  album to Cierra La Puerta playlist,Cierra La Puerta,,album,,Proof
1048,Add the tune to my  Epic Classical playlist.,Epic Classical,,tune,my,
1049,Add this tune by rod argent to propuesta alternativa playlist,propuesta alternativa,,tune,,rod argent
1050,Add inconfundible to Stomp & Holler,Stomp & Holler,inconfundible,,,
1051,Add My Very Best to my  road trip playlist.,road trip,My Very Best,,my,
1052,For my playlist fresh finds hiptronix add the name polka medley,fresh finds hiptronix,polka medley,,my,
1053,add this album to the playlist called dishwashing,dishwashing,,album,,
1054,rate tune to my  natalie macmaster  viajes,viajes,,tune,my,natalie macmaster
1055,Put a Paul Hardcastle  song in my  classic jazz funk playlist.,classic jazz funk,,song,my,Paul Hardcastle
1056,Can you add an album to my  Are & Be playlist,Are & Be,,album,my,
1057,I want to put a copy of this tune into Skatepark Punks,Skatepark Punks,,tune,,
1058,ADD Me Kommeni Tin Anasa to my  propuesta alternativa playlist,propuesta alternativa,Me Kommeni Tin Anasa,,my,
1059,Add this track by horace andy to acoustic soul,acoustic soul,,track,,horace andy
1060,please put this song by nas in my  Hype playlist,Hype,,song,my,nas
1061,add the song by brian larsen to the Cardio playlist,Cardio,,song,,brian larsen
1062,add cross bones style to Guest List TaKe,Guest List TaKe,cross bones style,,,
1063,For the playlist this is mozart add Nana Mizuki Live Fighter -Blue x Red Side-,this is mozart,Nana Mizuki Live Fighter -Blue x Red Side-,,,
1064,Add The Hellacopters singles to my  teen party,teen party,The Hellacopters singles,,my,
1065,add the artist  gougoush to the Soul Revived playlist,Soul Revived,,artist,,gougoush
1066,I want to add No Mystery to alejandra's  Acoustic Love playlist,Acoustic Love,No Mystery,,alejandra's,
1067,my  Disco Forever playlist needs an album by sawai gandharva .,Disco Forever,,album,my,sawai gandharva
1068,add this artist to my  SinfonÃ­a Hipster,SinfonÃ­a Hipster,,artist,my,
1069,add this album to Digster Future Hits,Digster Future Hits,,album,,
1070,Add naseer shamma to piano chill,piano chill,,,,naseer shamma
1071,Add Buddy Tate to just dance by aftercluv list,just dance by aftercluv,,,,Buddy Tate
1072,Add Barbara to the metal xplorer playlist.,metal xplorer,Barbara,,,
1073,I want jimmie noone on the playlist titled lo mejor de los 00's,lo mejor de los 00's,,,,jimmie noone
1074,add song to thrash attack,thrash attack,,song,,
1075,Can you put this xandee  song onto my  chill playlist?,chill,,song,my,xandee
1076,add falling upstairs to the playlist named chill out,chill out,falling upstairs,,,
1077,Can you add some Tommie Sunshine to my  chill out playlist,chill out,,,my,Tommie Sunshine
1078,Add Waltz for Debby to my  Soft Pop Hits playlist.,Soft Pop Hits,Waltz for Debby,,my,
1079,Add Tunnel of Love to ethel's  metal crash course palylist,metal crash course,Tunnel of Love,,ethel's,
1080,add tune to my  metal crash course playlist,metal crash course,,tune,my,
1081,add this tune by Nokio the N Tity to my  this is bb king playlist,this is bb king,,tune,my,Nokio the N Tity
1082,add this peter iwers  album to my  ntc gym strong,ntc gym strong,,album,my,peter iwers
1083,add a new entry for mon beau sapin in lela's  mÃºsica libre playlist,mÃºsica libre,mon beau sapin,,lela's,
1084,Can the artist  big mama thornton be put onto my  Trabajo Relax playlist?,Trabajo Relax,,artist,my,big mama thornton
1085,add this track to my  Dinnertime Acoustics playist,Dinnertime Acoustics,,track,my,
1086,Add Hallucinations of Despair to my  this is trey songz playlist.,this is trey songz,Hallucinations of Despair,,my,
1087,put this track on the playlist with the name roadrunner rec new releases,roadrunner rec new releases,,track,,
1088,Ad Amal Hijazi  tune to my  Pura Vida,Pura Vida,,tune,my,Amal Hijazi
1089,I want to put this song in my  new boots playlist,new boots,,song,my,
1090,Put No Mystery into my  Punk Essentials playlist.,Punk Essentials,No Mystery,,my,
1091,"I want to send music to ann's lists from SIR John Winston Ono Lennon , put it on her Infinite Indie Folk list",Infinite Indie Folk,SIR John Winston Ono Lennon,,ann's,
1092,Add irving berlin to my  dishwashing,dishwashing,,,my,irving berlin
1093,Add Gary Valenciano to the power gaming playlist.,power gaming,,,,Gary Valenciano
1094,Please add 80s Classic Hits  Asking for It to my playlist,80s Classic Hits,Asking for It,,my,
1095,add artist  my  laundry playlist,laundry,,artist,my,
1096,add Billy Martin  album to my  legendary guitar solos playlist,legendary guitar solos,,album,my,Billy Martin
1097,add this song to my  southern gothic playlist,southern gothic,,song,my,
1098,Add Luiza Possi to my  bachelor party playlist.,bachelor party,,,my,Luiza Possi
1099,Add track by Fleetwood Mac to lakeisha's playlist TODO NOVEDADES,TODO NOVEDADES,,track,lakeisha's,
1100,Add See Me Now to my  enamorÃ¡ndose playlist,enamorÃ¡ndose,See Me Now,,my,
1101,add the artist  a j pero to my  Country Gold playlist,Country Gold,,artist,my,a j pero
1102,add this artist to sunshine reggae ,sunshine reggae,,artist,,
1103,Add what if we were real to my  Ultimate 80s playlist,Ultimate 80s,what if we were real,,my,
1104,Add unreachable to my  wine & dine playlist.,wine & dine,unreachable,,my,
1105,add the artist to my  31 Minutos playlist,31 Minutos,,artist,my,
1106,Can you add woman of the world to my playlist entitled Duetos,Duetos,woman of the world,,my,
1107,add this track to my  global funk,global funk,,track,my,
1108,Put a gary clark  song into the soul bpm playlist.,soul bpm,,song,,gary clark
1109,Add a track by flesh n bone to my  totally alternative playlist.,totally alternative,,track,my,flesh n bone
1110,add something so right to lora's  80s Classic Hits playlist,80s Classic Hits,something so right,,lora's,
1111,Put this Yury Chernavsky  tune on my  Alternative Route playlist,Alternative Route,,tune,my,Yury Chernavsky
1112,add nour mhanna to workday lounge,workday lounge,,,,nour mhanna
1113,add naomi schemer to my  Hanging Out and Relaxing,Hanging Out and Relaxing,,,my,naomi schemer
1114,add this track to my  Gold School playlist,Gold School,,track,my,
1115,add Petar Georgiev Kalica  song to my  Push Button Funk playlist,Push Button Funk,,song,my,Petar Georgiev Kalica
1116,Add a song by Jil Y Creek to my  spring music,spring music,,song,my,Jil Y Creek
1117,put kan on my  Indie Rock Road Trip,Indie Rock Road Trip,kan,,my,
1118,add this artist named Kirk Hammett to my playlist Los 40 Radio Ãxitos,Los 40 Radio Ãxitos,,artist,my,Kirk Hammett
1119,add Give Us Rest to my  Very Nearly Nashville playlist,Very Nearly Nashville,Give Us Rest,,my,
1120,put deep purple on this is jennifer lopez,this is jennifer lopez,deep purple,,,
1121,Add the track to the Best Metal of the New Millennium playlist.,Best Metal of the New Millennium,,track,,
1122,add this song to Country Coffeehouse,Country Coffeehouse,,song,,
1123,Add venedig im regen to this is Maxwell,this is Maxwell,venedig im regen,,,
1124,Add Rodriguez  artist to my  mujeres y hombres y fiesta playlist,mujeres y hombres y fiesta,,artist,my,Rodriguez
1125,add The Field  album to my  romantic evening  album,romantic evening,,album,my,The Field
1126,add the album to the metalcore playlist,metalcore,,album,,
1127,add the artist  w g snuffy walden to my  Billboard Latin Music Awards Finalists playlist,Billboard Latin Music Awards Finalists,,artist,my,w g snuffy walden
1128,add richard sohl to dinner for 2,dinner for 2,,,,richard sohl
1129,put four in blue onto Ultimate 00s .,Ultimate 00s,four in blue,,,
1130,add Madchild to Electro Latino,Electro Latino,,,,Madchild
1131,Add my favorite artist to the focus now playlist,focus now,,artist,my,
1132,add song to This Is Philip Glass,This Is Philip Glass,,song,,
1133,Add manos hatzidakis to lo mejor de los 00's,lo mejor de los 00's,,,,manos hatzidakis
1134,Add keine grenzen to New Metal Tracks,New Metal Tracks,keine grenzen,,,
1135,Put Beside You in my  spotify orchestra cello playlist.,spotify orchestra cello,Beside You,,my,
1136,Please add checkmate to my  irish folk â jigs & reels playlist,irish folk â jigs & reels,checkmate,,my,
1137,Add this track to my  Zen Focus playlist,Zen Focus,,track,my,
1138,add the album to my  Latin Pop Rising playlist,Latin Pop Rising,,album,my,
1139,Add image to the Nuclear Blast Novelties playlist,Nuclear Blast Novelties,image,,,
1140,Add Der K und K Kalypso aus Wien to vonda's playlist Pura Vida,Pura Vida,Der K und K Kalypso aus Wien,,vonda's,
1141,Add tune to this is trey songz,this is trey songz,,tune,,
1142,Add Sam Moran music to my  tgif playlist,tgif,,,my,Sam Moran
1143,add post mortem to my  timeless love songs playlist,timeless love songs,,,my,post mortem
1144,Put this shelter from the storm on r&b party classics,r&b party classics,shelter from the storm,,,
1145,Add The Maid of Amsterdam to my  80s smash hits,80s smash hits,The Maid of Amsterdam,,my,
1146,Add One Good Reason to the bachelor party playlist,bachelor party,One Good Reason,,,
1147,add Joe Hickerson to my  Jazz â Classical Crossings,Jazz â Classical Crossings,,,my,Joe Hickerson
1148,add If You Were Mine to Classic Punk playlist,Classic Punk,If You Were Mine,,,
1149,add The Green Book in my playlist Mellowed Out Gaming,Mellowed Out Gaming,The Green Book,,my,
1150,Add pittsburgh slim to my  indie mim playlist.,indie mim,,,my,pittsburgh slim
1151,add the tune to my  jazz vibes playlist,jazz vibes,,tune,my,
1152,add El valle del Jarama to my  working day playlist,working day,El valle del Jarama,,my,
1153,add share the well to my  epic wall of sound,epic wall of sound,share the well,,my,
1154,Add another tune to kristine's  laundry playlist.,laundry,,tune,kristine's,
1155,add The Rough Guide to the Music of Eastern Europe to my  This Is Philip Glass playlist,This Is Philip Glass,The Rough Guide to the Music of Eastern Europe,,my,
1156,add als het om de liefde gaat to my  this is handel playlist,this is handel,als het om de liefde gaat,,my,
1157,Can you put this tune onto Latin Dance Cardio ?,Latin Dance Cardio,,tune,,
1158,"I need to add an artist to one of my playlists, Classical New Releases Spotify Picks .",Classical New Releases Spotify Picks,,artist,my,
1159,Add maki ohguro to the rock hard playlist,rock hard,,,,maki ohguro
1160,add this matt bachand  tune to pure rock & roll,pure rock & roll,,tune,,matt bachand
1161,Add Testifying to donna's  tokyo rising palylist,tokyo rising,Testifying,,donna's,
1162,Add East Grand Blues to the This Is Nicky Jam playlist.,This Is Nicky Jam,East Grand Blues,,,
1163,add my old kentucky home to Fresh Finds Fire Emoji,Fresh Finds Fire Emoji,my old kentucky home,,,
1164,I want to add Sin rencor to my playlist entitled te quiero,te quiero,Sin rencor,,my,
1165,Add a yesudas  song in my  piano chill playlist.,piano chill,,song,my,yesudas
1166,Add daigo to indietronic,indietronic,,,,daigo
1167,put Joseph Utsler on All Out 70s,All Out 70s,,,,Joseph Utsler
1168,Can I put Indocumentado onto my  Folk Music At The Gaslight CafÃ© playlist?,Folk Music At The Gaslight CafÃ©,Indocumentado,,my,
1169,add armand van helden to my  black sabbath the ozzy years playlist,black sabbath the ozzy years,,,my,armand van helden
1170,I want the Turbonegro  album to go on the playlist called Genuine R&B,Genuine R&B,,album,,Turbonegro
1171,Incorporate Moribund the Burgermeister into the 50 Shades of Love playlist.,50 Shades of Love,Moribund the Burgermeister,,,
1172,can you put The Little Grey Mother Who Waits All Alone into uncharted 4 nathan drake,uncharted 4 nathan drake,The Little Grey Mother Who Waits All Alone,,,
1173,add paula abdul to Classic Acoustic playlist,Classic Acoustic,,,,paula abdul
1174,add tune  this is puccini to my playlist,this is puccini,,tune,my,
1175,add this artist to FIFA 17 Soundtrack,FIFA 17 Soundtrack,,artist,,
1176,Include Badmeaningood Volume4 in jaime's  Animal Stories playlist.,Animal Stories,Badmeaningood Volume4,,jaime's,
1177,add this Infernus  tune do marsha's  de camino a clase,de camino a clase,,tune,marsha's,Infernus
1178,add song in my playlist Dance Workout,Dance Workout,,song,my,
1179,Add this raffaele riefoli  tune to Deathcore,Deathcore,,tune,,raffaele riefoli
1180,add this track to my  road trip playlist,road trip,,track,my,
1181,add this song by deron miller to my  party on fridays playlist,party on fridays,,song,my,deron miller
1182,Please add to my playlist Hype the name introducing a r rahman,Hype,introducing a r rahman,,my,
1183,put this Kes  song on the feel good indie rock playlist,feel good indie rock,,song,,Kes
1184,add the track by Paul Gray to my  2010s smash hits playlist,2010s smash hits,,track,my,Paul Gray
1185,Add Mel Draisey tomy 80s Classic Hits playlist.,80s Classic Hits,,,,Mel Draisey
1186,add A-Hunting We Will Go to the Emily Dickinson playlist,Emily Dickinson,A-Hunting We Will Go,,,
1187,Add a song to playlist chill hits,chill hits,,song,,
1188,Put new page onto my  latin jazz playlist.,latin jazz,new page,,my,
1189,Add the tune to my  Women of Latin Music playlist.,Women of Latin Music,,tune,my,
1190,Add Welcome to the Cruel World to my  Reggae Classics playlist,Reggae Classics,Welcome to the Cruel World,,my,
1191,"add this song to my playlist named Britpop, etc","Britpop, etc",,song,my,
1192,Add htoo ein thin to my  brooklyn beat playlist.,brooklyn beat,,,my,htoo ein thin
1193,Add Kd lang to my  Deep Focus playlist,Deep Focus,,,my,Kd lang
1194,Add artist to my  Broken Heart,Broken Heart,,artist,my,
1195,Add Pimp C to my  workout remix .,workout remix,,,my,Pimp C
1196,Add dahmer to hiphop hot 50,hiphop hot 50,dahmer,,,
1197,Add a track to my playlist Classic Acoustic,Classic Acoustic,,track,my,
1198,Add a tune to my  Sleep Sounds list,Sleep Sounds,,tune,my,
1199,add track to Indie Electronics playlist,Indie Electronics,,track,,
1200,add the Chamillionaire  track to lina's  wedding classics playlist,wedding classics,,track,lina's,Chamillionaire
1201,add undressed to my  Country Icon playlist,Country Icon,undressed,,my,
1202,Add dr know to my  TODO ALTERNATIVO playlist.,TODO ALTERNATIVO,,,my,dr know
1203,Add Ashley Cafagna Tesoro to my  reggae en espaÃ±ol list,reggae en espaÃ±ol,,,my,Ashley Cafagna Tesoro
1204,add steel guitar rag in acoustic covers the mash ups,acoustic covers the mash ups,steel guitar rag,,,
1205,Add the tune to my  House Afterwork playlist.,House Afterwork,,tune,my,
1206,put coming back to life onto winter music,winter music,coming back to life,,,
1207,add The Crowd to corinne's  acoustic soul playlist,acoustic soul,,,corinne's,The Crowd
1208,add abrar ul haq to Confidence Boost,Confidence Boost,,,,abrar ul haq
1209,I want another album in my  disco fever playlist.,disco fever,,album,my,
1210,Add this artist to the laugh list,the laugh list,,artist,,
1211,put this Kan Mikami  tune on fresh finds cyclone,fresh finds cyclone,,tune,,Kan Mikami
1212,Can ten green bottles be added to brooklyn beat ?,brooklyn beat,ten green bottles,,,
1213,add song to my  eletro br playlist,eletro br,,song,my,
1214,"I would like to add to my plalist, Visjoner onto the old school metal one",old school metal,Visjoner,,my,
1215,put the artist  michael todd in my  Afternoon Train Ride list,Afternoon Train Ride,,artist,my,michael todd
1216,Add mr j medeiros to my  Women of Country playlist.,Women of Country,,,my,mr j medeiros
1217,put this tune onto my  party through the decades playlist,party through the decades,,tune,my,
1218,add this song to my  crossroad blues playlist,crossroad blues,,song,my,
1219,Add robin trower to the medieval 50 spotify picks playlist.,medieval 50 spotify picks,,,,robin trower
1220,Add dave bickler to my  all out 90s playlist,all out 90s,,,my,dave bickler
1221,Add this song to my  fairy tales,fairy tales,,song,my,
1222,put this tune playing into my  La Mejor MÃºsica Dance 2017 playlist,La Mejor MÃºsica Dance 2017,,tune,my,
1223,add Halfway Between Here and There to my  canadian country playlist,canadian country,Halfway Between Here and There,,my,
1224,add this song to my  Love Hurts playlist,Love Hurts,,song,my,
1225,please put live with me onto my playlist named CARÃCTER LATINO,CARÃCTER LATINO,live with me,,my,
1226,Add died to the todo latino playlist,todo latino,died,,,
1227,Add Welcome to the Cruel World to my  Reggae Classics,Reggae Classics,Welcome to the Cruel World,,my,
1228,Add moby grape live to enamorÃ¡ndose,enamorÃ¡ndose,moby grape live,,,
1229,add Dr Know to the playlist named I Love My 90's R&B,I Love My 90's R&B,,,,Dr Know
1230,Add Elkie Brooks to Happy Birthday playlist,Happy Birthday,,,,Elkie Brooks
1231,add the song to my  the funny thing about football is playlist,the funny thing about football is,,song,my,
1232,Add this track to winnie's  post metal playlist,post metal,,track,winnie's,
1233,Add la jaula de oro to my  Evening Commute playlist,Evening Commute,la jaula de oro,,my,
1234,add Jalal Zolfonun to my  Nature Noise,Nature Noise,,,my,Jalal Zolfonun
1235,Add this song to indie hipster,indie hipster,,song,,
1236,add this tune to my  guest list gamesradar playlist,guest list gamesradar,,tune,my,
1237,Add album to Pop Rising,Pop Rising,,album,,
1238,add take it back to my  Metal Party playlist,Metal Party,take it back,,my,
1239,I want you to add a George Chisholm  tune to my  40 hits playlist.,40 hits,,tune,my,George Chisholm
1240,add Salil Chowdhury to my  35 Soul Classics 1970 to 1975 playlsit,35 Soul Classics 1970 to 1975,,,my,Salil Chowdhury
1241,Add O B McClinton to my playlist called Women of Electronic,Women of Electronic,,,my,O B McClinton
1242,I would like you to add now the hits of winter 2008 onto my  ntc studio sounds playlist.,ntc studio sounds,now the hits of winter 2008,,my,
1243,add an album in Sweet Soul Chillout,Sweet Soul Chillout,,album,,
1244,Add Por una Cabeza to my playlist called this is new edition,this is new edition,Por una Cabeza,,my,
1245,Add this track to the playlist Korean OSTs,Korean OSTs,,track,,
1246,add scarlet begonias to my  para entrenar playlist,para entrenar,scarlet begonias,,my,
1247,Put wreck of the tennessee gravy train in the Kids Workout playlist.,Kids Workout,wreck of the tennessee gravy train,,,
1248,Add the singer ivan roudyk to my  fairy tales playlists,fairy tales,,,my,ivan roudyk
1249,add fabrice morvan to Folk for Kids,Folk for Kids,,,,fabrice morvan
1250,add artist  John William Boone to my  life's short; play fast playlist,life's short; play fast,,artist,my,John William Boone
1251,Add Sheila to enamorÃ¡ndose,enamorÃ¡ndose,,,,Sheila
1252,For the Classic Road Trip Songs add the entity unwelcome,Classic Road Trip Songs,unwelcome,,,
1253,put once bitten twice bitten into the pulse of americana,the pulse of americana,once bitten twice bitten,,,
1254,Include hohenfriedberger marsch to my  Novedades Pop list.,Novedades Pop,hohenfriedberger marsch,,my,
1255,go ahead and add blowfly to my  This Is Schubert list,This Is Schubert,,,my,blowfly
1256,Add Michael Balzary to mujeres y hombres y fiesta,mujeres y hombres y fiesta,,,,Michael Balzary
1257,add this artist to my  80'S PARTY,80'S PARTY,,artist,my,
1258,Add the happy elf to my  Fresh Finds Fire Emoji playlist,Fresh Finds Fire Emoji,the happy elf,,my,
1259,add bulat schalwowitsch okudschawa to retro pop,retro pop,,,,bulat schalwowitsch okudschawa
1260,put this album on my playlist titled dance hits,dance hits,,album,my,
1261,Add the lady bunny  album to dÃ©cadas,dÃ©cadas,,album,,lady bunny
1262,add Toi to my  timeless love songs playlist,timeless love songs,Toi,,my,
1263,I want new steps to go on the leche con chocolate list,leche con chocolate,new steps,,,
1264,add Classic Punk by Chab,Classic Punk,,,,Chab
1265,add potje met vet to my  electronic gaming playlis,electronic gaming,potje met vet,,my,
1266,add artist  post metal to playlist,post metal,,artist,,
1267,put artist  Harry Burleigh on classical new releases spotify picks,classical new releases spotify picks,,artist,,Harry Burleigh
1268,Include Sean Yseult in kaitlin's  metal overload playlist.,metal overload,,,kaitlin's,Sean Yseult
1269,ad Sabah to my  Evening Groove playlist,Evening Groove,,,my,Sabah
1270,add this tune by Hal Patino to my  Ambiente RnB playlist,Ambiente RnB,,tune,my,Hal Patino
1271,Put Kim Kibum in my  the martin garrix show playlist.,the martin garrix show,,,my,Kim Kibum
1272,add all the years to ConcentraciÃ³n,ConcentraciÃ³n,all the years,,,
1273,Add harlow wilcox to hip hop club bangers,hip hop club bangers,,,,harlow wilcox
1274,add manuelita to my  indiespensables playlist,indiespensables,manuelita,,my,
1275,Add dear hearts and gentle people to he Tokyo Rising playlist.,Tokyo Rising,dear hearts and gentle people,,,
1276,Add Eef Barzelay to the Trad Folk playlist.,Trad Folk,,,,Eef Barzelay
1277,Incorporate a russel walder  track onto gay's  Funk Rock playlist.,Funk Rock,,track,gay's,russel walder
1278,Add a kiley dean  tune to my  jazz for loving couples playlist,jazz for loving couples,,tune,my,kiley dean
1279,Add this track to clÃ¡sicos del hip hop espaÃ±ol,clÃ¡sicos del hip hop espaÃ±ol,,track,,
1280,Add artist to TODO EDM,TODO EDM,,artist,,
1281,add megon mcdonough  indie songs for slackers to my playlist artist,indie songs for slackers,,artist,my,megon mcdonough
1282,add det kimer nu til julefest to my playlist technical&brutal death metal,technical&brutal death metal,det kimer nu til julefest,,my,
1283,Add to my list  the tune  summer of love,summer of love,,tune,my,
1284,Can you add a song by Bill Frisell to my  Top Latin Alternative playlist,Top Latin Alternative,,song,my,Bill Frisell
1285,Add an album to my  week end playlist,week end,,album,my,
1286,add song to Women of SXSW,Women of SXSW,,song,,
1287,put this track on operaciÃ³n bikini,operaciÃ³n bikini,,track,,
1288,add this artist to my  the road to punk rock playlist,the road to punk rock,,artist,my,
1289,Can you add Through the Darkness They March to my  once upon a time playlist,once upon a time,Through the Darkness They March,,my,
1290,add Tracy Chapman to Late Night Jazz,Late Night Jazz,,,,Tracy Chapman
1291,for my  tÃ© para tres list add cut the world,tÃ© para tres,cut the world,,my,
1292,Put a track into my  Classic Country playlist.,Classic Country,,track,my,
1293,Add Trina to latoya's  Hillary Clinton's Women's History Month Playlist .,Hillary Clinton's Women's History Month Playlist,,,latoya's,Trina
1294,Can you put falling upstairs on my playlist entitled This Is Thomas Rhett,This Is Thomas Rhett,falling upstairs,,my,
1295,Add a tune to my playlist Guest List Polygon,Guest List Polygon,,tune,my,
1296,Add Amir Khan to my playlist Acoustic Blues,Acoustic Blues,,,my,Amir Khan
1297,add the artist  Choclair to La mejor mÃºsica de BSO,La mejor mÃºsica de BSO,,artist,,Choclair
1298,rate tune to 90's Baby Makers,90's Baby Makers,,tune,,
1299,Love In Paris needs some frank farian in the playlist.,Love In Paris,,,,frank farian
1300,The Zen Focus playlist needs David Franj in it.,Zen Focus,,,,David Franj
1301,add 21 AT 33 to the playlist called wake up everybody,wake up everybody,21 AT 33,,,
1302,Add your loving flame to my palylist Rock,Rock,your loving flame,,my,
1303,Put this song on my  indiespensables playlist,indiespensables,,song,my,
1304,Add the second three years to my  workout twerkout playlist,workout twerkout,the second three years,,my,
1305,Add 2012 Zwanzig ZwÃ¶lf to my  miami 2017 guest list,miami 2017 guest list,2012 Zwanzig ZwÃ¶lf,,my,
1306,I'd like johnny nash to be put into my playlist Always Pop Punk,Always Pop Punk,,,my,johnny nash
1307,Add Raisins secs et amandes to this is new edition,this is new edition,Raisins secs et amandes,,,
1308,Add this song to Blues Roots,Blues Roots,,song,,
1309,add Yameen to the uncharted 4 nathan drake playlist,uncharted 4 nathan drake,,,,Yameen
1310,Add Strong to the Metal Monday playlist,Metal Monday,Strong,,,
1311,I want you to put this track onto the playlist called throwback party .,throwback party,,track,,
1312,Add a tune to rare groove,rare groove,,tune,,
1313,add Adam Yauch to my  Spooning,Spooning,,,my,Adam Yauch
1314,Add el choclo to my  women of classical list,women of classical,el choclo,,my,
1315,Add the Spirit of Life to naÃ§Ã£o reggae,naÃ§Ã£o reggae,Spirit of Life,,,
1316,Add kjetil vidar haraldstad to my  para entrenar playlist.,para entrenar,,,my,kjetil vidar haraldstad
1317,Add teriazume to the naÃ§Ã£o reggae playlist,naÃ§Ã£o reggae,teriazume,,,
1318,Put a molly mcguire  album in my  metal talks kreator playlist.,metal talks kreator,,album,my,molly mcguire
1319,add artist to my playlist primavera sound 2016 barcelona ,primavera sound 2016 barcelona,,artist,my,
1320,add this tune by Jim White to my playlist Rumba y mÃ¡s,Rumba y mÃ¡s,,tune,my,Jim White
1321,add track  Nature Noise to my playlist,Nature Noise,,track,my,
1322,To johnnie's  funtime activity playlist add the name The Best of Guitar Shorty,funtime activity,The Best of Guitar Shorty,,johnnie's,
1323,Can you add something by Faultline to jannie's  Strength of Street Knowledge playlist,Strength of Street Knowledge,,,jannie's,Faultline
1324,Add this song to my  lo que suena new york playlist,lo que suena new york,,song,my,
1325,matt monro newest album add to my  chill out music,chill out music,,album,my,matt monro
1326,add house afterwork to my  the cave canem demos,house afterwork,the cave canem demos,,my,
1327,put Johnny Wakelin on my  tÃ© para tres lis,tÃ© para tres,,,my,Johnny Wakelin
1328,put this album on r&b movement,r&b movement,,album,,
1329,Add the name the magnificent tree to playlist this is Rosana,this is Rosana,the magnificent tree,,,
1330,add tune  Digster Reggae,Digster Reggae,,tune,,
1331,Add Hanging On to my  just dance by aftercluv playlist.,just dance by aftercluv,Hanging On,,my,
1332,add billy eckstine to my  emotron,emotron,,,my,billy eckstine
1333,Add my  track to old school metal playlist,old school metal,,track,my,
1334,add this tune to my  Dance playlist,Dance,,tune,my,
1335,Can jovino santos neto 's album get added to my  Confidence Boost playlist?,Confidence Boost,,album,my,jovino santos neto
1336,Add track to Urban Poet,Urban Poet,,track,,
1337,put Anna Grigorjewna Semenowitsch in all out 00s list,all out 00s,,,,Anna Grigorjewna Semenowitsch
1338,put Limey onto my  this is astor piazzolla list,this is astor piazzolla,Limey,,my,
1339,Add something by Paul Whiteman to my  sweet soul chillout playlist please,sweet soul chillout,,,my,Paul Whiteman
1340,add Chong Nee to my  Spread The Gospel,Spread The Gospel,,,my,Chong Nee
1341,add artist  brenda k starr to frescura indie,frescura indie,,artist,,brenda k starr
1342,Add Welcome to the Cruel World to my  Reggae Classics,Reggae Classics,Welcome to the Cruel World,,my,
1343,add pete shelley to Is It New Wave,Is It New Wave,,,,pete shelley
1344,add GodMusic to my  latin dance cardio playlist,latin dance cardio,GodMusic,,my,
1345,add track by Klute to winifred's  de camino a clase playlist,de camino a clase,,track,winifred's,Klute
1346,move this tune by Hironobu Kageyama to my  Baila Reggaeton playlist,Baila Reggaeton,,tune,my,Hironobu Kageyama
1347,I want to add Digital Line to my playlist called Infantil,Infantil,Digital Line,,my,
1348,Add Sorrow to my  it's ok to like jazz,it's ok to like jazz,Sorrow,,my,
1349,add when ice met cream to This Is Alejandro FernÃ¡ndez playlist,This Is Alejandro FernÃ¡ndez,when ice met cream,,,
1350,I want to add the Tim Smith  album to my  best of 2010's playlist,best of 2010's,,album,my,Tim Smith
1351,Add from the ashes to my  rock gaming playlist,rock gaming,from the ashes,,my,
1352,Add viktor merjanov to california rock state,california rock state,,,,viktor merjanov
1353,I would like Ignacio Figueredo 's tune added to electroNOW .,electroNOW,,tune,,Ignacio Figueredo
1354,put Ik Tara onto pure seduction playlist,pure seduction,Ik Tara,,,
1355,add track to my playslist this is Los Fabulosos Cadillacs,this is Los Fabulosos Cadillacs,,track,my,
1356,Add ilse delange to my  journey playlist,journey,,,my,ilse delange
1357,add vertexguy to Beach Vibes,Beach Vibes,,,,vertexguy
1358,Add the secret wars into the digging now playlist,digging now,the secret wars,,,
1359,add Of Rivers and Religion to my  sexy as folk playlist,sexy as folk,Of Rivers and Religion,,my,
1360,Add album to all out 00s,all out 00s,,album,,
